Fecha,SIMEVEC,VITROA,ALPEKA,AUTLANB,CEMEX,ELEMENT,GCC,GMEXICOB,PAPPEL,PEÑOLES
24.06.2020,-0.02935955,-0.002205073,0.011841465,-0.031231323,-0.017419284,-0.001467352,-0.007813388,-0.005497123,0.019620495,-0.029874294
23.06.2020,0.016615529,-0.008771986,-0.001190476,0.010752792,-0.015576639,-0.01166194,0.000865146,0.003029158,-0.03348867,0.017172565
22.06.2020,0.001950079,-0.02798891,-0.017104516,-0.004045859,0.018721296,0.001450327,0.007711143,-0.009247966,-0.011313011,0.025291413
19.06.2020,-0.00039032,0.019726197,0.013541567,0.016282585,-0.038614836,-0.002898553,0.007441488,0.057810625,-0.002955958,0.021763695
18.06.2020,-0.006612237,0.000433182,-0.002959458,-0.013587166,0.052889464,-0.02430427,0.036807108,-0.023604558,0.002364067,-0.015824588
17.06.2020,-0.002903322,-0.011202185,0.015485717,0.012220111,0.003200003,0.02430427,0.006402217,-0.014474826,0.016706833,0.009791034
16.06.2020,0.010686976,0.026923033,0.004210533,0.016529302,0.050955969,0.016047026,0.076607852,0.032323686,0.058220775,-0.042184554
15.06.2020,-0.007977472,-0.000879894,0.003623192,-0.039487772,-0.042910874,-0.057158414,-0.021558895,-0.051679129,-0.00508907,0.020732918
12.06.2020,0.002134058,-0.03244931,0.049607195,0.032567329,0.056493425,0.022472856,-0.002057988,0.02031394,-0.025063969,0.009124109
11.06.2020,-0.012928304,0.018041726,-0.044147673,-0.020478531,-0.021978907,-0.016901811,-0.053908085,-0.013146803,-0.061788766,-0.017803812
10.06.2020,-0.011247855,-0.023984019,0.019036497,-0.001350439,-0.067877422,-0.045058817,0.004248729,-0.000756859,-0.018444327,0.028174755
09.06.2020,-0.000947418,0.002966732,-0.016600443,0,-0.042819997,0.039487772,-0.026795427,-0.011284679,-0.00909614,0.011373599
08.06.2020,0.006841532,0.011096998,0.029705154,0.014956091,0.03348867,0,0.031755926,0.014695065,-0.035032774,0.002497939
05.06.2020,0.009965586,0.030503454,0.006933529,0.001370802,0.044311046,0.026743325,0.006031801,0.041858465,0.044128914,-0.000943352
04.06.2020,0.01455065,-0.030503454,-0.011320876,0.00826451,-0.019231362,0.001427552,0.011114475,-0.005132266,0.040203492,0.021540027
03.06.2020,-0.000586109,-0.008547061,0.028546182,0.03375848,0.079249372,0.105360516,0.024654378,-0.008040047,0.041887762,-0.011113887
02.06.2020,-0.00487093,-0.002974296,0.003222691,0.001431639,0.087949024,0.014388737,0.03172925,0.026921658,-0.013547005,-0.036163454
01.06.2020,0.007804918,-0.038698401,-0.001290323,0.007189104,0.015123162,-0.037919235,-0.013230487,0.048509305,0.001836548,0.031600492
29.05.2020,-0.02304294,0.060140045,0.002582313,0.004338402,-0.007590169,0.046003353,0.020726774,-0.034161276,0.075711822,0.017991777
28.05.2020,0.038440007,-0.000866551,-0.012207026,-0.021506205,-0.001888575,-0.036657491,0.00301432,-0.007502823,0.042530878,0.032036883
27.05.2020,0.003786751,0,-0.02022825,0.007117468,0.070341489,0.030184976,0.039120089,0.010152371,0.018093743,-0.011007102
26.05.2020,0.021801429,0.000433182,0.069976727,-0.002853069,0.035019026,-0.028618805,0.03948759,-0.015993863,0.005633818,-0.034172718
25.05.2020,-0.016596212,-0.001298983,0.014194223,0.017241806,0,-0.001566171,0.02997255,-0.014357176,-0.000705965,0.00315006
22.05.2020,0.007454452,0.000432807,0.010951513,-0.014388737,-0.0166324,0.030184976,-0.011986206,0.000990393,0.002119393,0.009172394
21.05.2020,-0.002625469,-0.014184635,-0.013670753,0,0.004132237,0,0.017610518,-0.003758287,0.030153038,-0.018166672
20.05.2020,-0.021746493,-0.015668328,0.031026274,0.005730675,0.037979248,-0.017586385,0.039107916,0.018330858,0.00291971,0.031620334
19.05.2020,0.003360683,0.01268516,0.024815169,0.005763705,-0.01494158,-0.058478198,-0.026050677,-0.013382802,0.010286645,0.030079695
18.05.2020,-0.008675133,0.021941082,0.08147949,-0.027086474,0.021414095,-0.001493652,0.009473302,0.04090467,0.043009269,0.029506397
15.05.2020,0.009071251,-0.00909294,0.052770036,0.00140746,0.0108815,0.036478209,-0.00661207,-0.002889579,-0.010736299,0.032599543
14.05.2020,-0.0296665,0.015201161,0.002466092,0.014184635,-0.015201161,-0.043913187,-0.02643824,-0.009231782,-0.041828353,0.049855074
13.05.2020,0.047252885,0.011001211,-0.033983853,-0.028170877,-0.084673877,0.00445435,-0.02466879,-0.055796109,-0.002921843,0.005368609
12.05.2020,0.013395776,0.017407268,0.003985657,-0.047466537,-0.015717416,-0.02498293,-0.03003712,-0.007695305,-0.001457726,-0.033433022
11.05.2020,-0.021427947,0.031559903,0.025072078,0.006644543,0.00195122,-0.005788728,0.040987134,-0.013893077,0,-0.001752081
08.05.2020,0.015113638,-0.004173435,0.014020848,0.006688988,0.007843177,0.011611161,0.021563053,0.017348638,-0.013024786,0.010835296
07.05.2020,0.004477012,0.005103235,0.007503162,-0.017299167,0.011881328,0.016188727,0.027227111,0.000192326,-0.026251951,-0.020037898
06.05.2020,0.008191731,-0.022989518,0.026283836,0.001320132,-0.031375123,-0.00148258,-0.013920007,0.018441753,-0.006978395,-0.003300958
05.05.2020,-0.019548576,0,-0.0102565,0.022713067,0.009699397,0.040821995,-0.002704051,0.001568628,0.038998207,0.04548122
04.05.2020,-0.008433785,-0.020248161,0.025841231,-0.018742182,0.011764842,0.057158414,0.00570127,-0.008597161,-0.011502643,-0.050761689
30.04.2020,-0.002396646,-0.011514742,0.003496507,0.003986716,-0.029156584,-0.022618089,0.000142949,-0.010258485,-0.000714541,0.021895314
29.04.2020,-0.024434713,0.028133135,0.032935776,0.049123109,0.033109159,0.029175489,0.036838991,0.038073672,0.029723101,0.020645608
28.04.2020,-0.011034862,-0.036901275,0.010004631,0.007017573,0.076090133,0.009917437,0.024929959,0.026554717,-0.013158085,-0.031245642
27.04.2020,0.009284399,0.000436586,0.042003375,0.017045867,0.010741242,0.018441428,0.053729349,0.030450736,-0.009396527,0.032873164
24.04.2020,0.027982121,-0.04691692,-0.017013643,-0.031032109,-0.008602204,-0.03000225,-0.033607328,-0.014089183,-0.010021558,-0.024084178
23.04.2020,-0.027787777,-0.032789823,-0.00467509,0.028170877,-0.004273511,0.03000225,-0.026186321,0.050096091,0.002853069,0.016976271
22.04.2020,-0.008708328,0.013804523,0.035124636,-0.026781023,0.002134473,-0.015113638,-0.050113639,0.016825723,-0.041964199,0.024558775
21.04.2020,-0.007486358,-0.017828673,-0.040706046,-0.008310297,-0.06012173,-0.024692613,-0.014415436,-0.004455343,-0.015630627,-0.037028801
20.04.2020,0.013089696,-0.017910927,-0.020202707,0,-0.015968403,0.024692613,-0.035496802,0.007361996,0.071259189,0.037886508
17.04.2020,-0.007528266,0.030032287,0.041769413,0.027973852,0.067579444,-0.032789823,0.0291404,0.014888612,0.098065602,0.019933063
16.04.2020,-0.000192289,-0.016129382,-0.00189394,-0.01408474,-0.025105921,-0.039530839,0.029724966,0.000227299,0.053313157,-0.068011998
15.04.2020,-0.023749573,-0.05259245,-0.000945627,-0.013889112,-0.002063984,-0.007722046,-0.00636208,-0.049450269,-0.010892441,0.000109045
14.04.2020,-0.042457907,0.021093783,0.094082201,0.009702086,-0.048299126,0.066797481,0.021857201,0.034110469,-0.017348638,0.132503723
